"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","sport","630","HLX","477440778966249","1725","20"
"brands","sport","631","Nike Women Česko / Slovensko","311073165593561","1710","83"
"brands","sport","632","Alpina Sports","179202922096557","1696","35"
"brands","sport","633","Etnies Indonesia","377502525593722","1661","28"
"brands","sport","634","Brooks Running","155915657781300","1651","37"
"brands","sport","635","Khsperu","112058715517397","1634","36"
"brands","sport","636","Kappa Deutschland","173499199366380","1633","7"
"brands","sport","637","Global Sports Forum Barcelona","134209508225","1625","5"
"brands","sport","638","Decathlon Ostrava","204419559620299","1623","244"
"brands","sport","639","hummel","245722455444202","1605","1593"
"brands","sport","640","Padelenlared.com","89130483022","1564","37"
"brands","sport","641","Mikasa Fanpage Germany","109514575777046","1553","14"
"brands","sport","642","Fitness 47 Zlín","199091653434795","1547","16"
"brands","sport","643","Nike Frankfurt Stadium Store","156598604362924","1543","20"
"brands","sport","644","KangaROOS","316284805070749","1540","15"
"brands","sport","645","Brooks Running","132064500163382","1512","1"
"brands","sport","646","2XU Norge","151939838189842","1510","19"
"brands","sport","647","opencycle","123973631060671","1484","407"
"brands","sport","648","uhlsport","142693829141461","1471","95"
"brands","sport","649","Salón náutico","150306688365551","1461","7"
"brands","sport","650","Hanwag Italia - Calzature trekking","110069952416962","1461","4"
"brands","sport","651","Brooks Running","112221675502679","1461","1458"
"brands","sport","652","Tatonka.com","154242655151","1429","38"
"brands","sport","653","Fox Racing Philippines","262084217141725","1428","101"
"brands","sport","654","hummel_JP（ヒュンメル）","113955658685318","1425","228"
"brands","sport","655","Tony Parker Camp","465818243428386","1415","83"
"brands","sport","656","CenterCourt Sportcenter","132864243405877","1388","25"
"brands","sport","657","CFC","174182402685865","1382","72"
"brands","sport","658","hummel","401111515773","1381","17"
"brands","sport","659","2XU in Taiwan","121022951275915","1350","20"
"brands","sport","660","2XU UK","338376944091","1343","25"
"brands","sport","661","Gaastra Kiteboarding","122717931123773","1332","71"
"brands","sport","662","FOX Head Sverige","106267316088987","1331","0"
"brands","sport","663","Lotto Sport Romania","367637911867","1321","3"
"brands","sport","664","CARF-Models","353925798982","1316","165"
"brands","sport","665","Babolat Korea","300392040073864","1310","367"
"brands","sport","666","Babolat Badminton","145961255508624","1305","81"
"brands","sport","667","Tusnad Cycling Team","346074779461","1303","114"
"brands","sport","668","Sevylor","316429371113","1300","15"
"brands","sport","669","2XU JAPAN","288014504544806","1279","206"
"brands","sport","670","FaltaUno","416608671715935","1277","230"
"brands","sport","671","ESS.fi/Kiekko - kaikki…","136850736360209","1274","2"
"brands","sport","672","X-Bionic Italia","167002956684350","1274","55"
"brands","sport","673","Uvex Wintersports","161072950585321","1248","25"
"brands","sport","674","X-Bionic España","136040733109886","1246","52"
"brands","sport","675","Sport areál Klíny","201237080008014","1222","106"
"brands","sport","676","Babolat Polska","101024096622533","1210","47"
"brands","sport","677","CyclingRomania","152277101459174","1208","33"
"brands","sport","678","Babolat Slovenija","219306341501534","1207","12"
"brands","sport","679","Tenson","173463162697857","1202","15"
"brands","sport","680","Roadsign australia","102152112073","1190","78"
"brands","sport","681","PUMA GOLF JAPAN","197123690365883","1176","14"
"brands","sport","682","hummel","175891669137625","1154","27"
"brands","sport","683","Vinyasa Yoga Studio","258083165319","1149","12"
"brands","sport","684","NIKE HARAJUKU","160197630689507","1135","37"
"brands","sport","685","PUMA, North Cyprus","105191709531142","1125","2"
"brands","sport","686","SkateSwagger","329238729584","1108","0"
"brands","sport","687","New Balance Vancouver","46980521843","1103","22"
"brands","sport","688","Vodafone BP Ultimate Team","112650295486048","1083","14"
"brands","sport","689","Zanier Gloves","168376719849042","1077","53"
"brands","sport","690","Yonex - Kuwait","179979278782113","1064","2"
"brands","sport","691","The Little Gym Wezembeek","126139110781411","1037","51"
"brands","sport","692","Etnies Chile","474599109237868","1024","52"
"brands","sport","693","2XU Denmark","437536306281505","1023","2"
"brands","sport","694","Babolat Taiwan","390090630324","1016","144"
"brands","sport","695","Decathlon Aalen-Essingen","257291307717211","1015","57"
"brands","sport","696","Head Bulgaria","154972564898","1003","178"
"brands","sport","697","Total Training","146925925358237","985","33"
"brands","sport","698","New Balance Factory Store","148309151958626","985","12"
"brands","sport","699","Decathlon Ludwigshafen","183448478335158","977","160"
"brands","sport","700","Bravo Juggling","143579145667720","972","46"
"brands","sport","701","Brooks Running","288196411273949","964","994"
"brands","sport","702","2XU Philippines","244898222298687","962","189"
"brands","sport","703","New Balance Wichita","172025891815","944","17"
"brands","sport","704","Stomp Racing SLOVAKIA","117510943492","942","1"
"brands","sport","705","Kappa Philippines","141623762576016","942","6"
"brands","sport","706","Nike Store Ghana","132852339207","940","1"
"brands","sport","707","Casablanca Juriquilla","418044504909162","935","25"
"brands","sport","708","Brooks Running","189990401062944","923","3"
"brands","sport","709","Pole Dance Studio","430429960301086","921","184"
"brands","sport","710","Kaybedenler Kulübü","273429179341814","907","63"
"brands","sport","711","TNT CLUB SPORT","136152219791920","896","6"
"brands","sport","712","Centro Pegaso Grosseto","123516284383799","894","9"
"brands","sport","713","X-Bionic France","154496427925840","894","94"
"brands","sport","714","Sri Lanka Taekwon-Do Association","140886235993551","892","8"
"brands","sport","715","Adidas France","145614218826899","885","14"
"brands","sport","716","Asics,New Delhi","167855956593828","875","10"
"brands","sport","717","Babolat Australia","530874160261811","869","24"
"brands","sport","718","Marmot Store London","438537629505734","863","9"
"brands","sport","719","Qloom Bikewear","79965730507","862","8"
"brands","sport","720","New Balance Lifestyle Poland","343535942349423","841","69"
"brands","sport","721","New Balance San Antonio","137227922239","827","24"
"brands","sport","722","Scuter Tuning Team","134506053259817","822","4"
"brands","sport","723","BABOLAT SWEDEN","123464174360989","812","59"
"brands","sport","724","Reusch UK","198226643560540","805","62"
"brands","sport","725","Reusch Israel | רוייש ישראל","232092103498967","797","29"
"brands","sport","726","Brooks Running","201438233288682","782","1"
"brands","sport","727","Hunt-The-Wolf","135354703166871","779","248"
"brands","sport","728","Clube Naval de Luanda","209942505711501","774","112"
"brands","sport","729","Travel2Football.no","234132299931043","762","2"
"brands","sport","730","XIII Copa Loyola","137459513008731","758","7"
"brands","sport","731","Reusch Polska","135477089797309","753","61"
"brands","sport","732","Red Lions","155369434856","746","4"
"brands","sport","733","Asics Store London","189505131068230","732","18"
"brands","sport","734","hummel","217864744949458","725","14"
"brands","sport","735","FOX Head Finland","137079376302366","724","2"
"brands","sport","736","Decathlon Neunkirchen","161879833902879","697","76"
"brands","sport","737","Marmot NZ","129521663755245","696","2"
"brands","sport","738","Taurus Training","144401422299132","689","84"
"brands","sport","739","New Balance Philadelphia &amp; South…","191279994291391","671","7"
"brands","sport","740","New Balance Boston","126516074135674","668","86"
"brands","sport","741","Qwieck","375056262556757","666","68"
"brands","sport","742","CYKLO WORLD","155426952765","666","2"
"brands","sport","743","Babolat Brasil","150321901744846","655","275"
"brands","sport","744","X-Bionic UK","276223029056550","635","86"
"brands","sport","745","მე მიყვარს ველო","484160994941989","634","70"
"brands","sport","746","X-Bionic Switzerland","108967545850203","625","59"
"brands","sport","747","Hit Fitness Flóra","107235926024451","620","56"
"brands","sport","748","Zoggs Australia","425727557485518","619","54"
"brands","sport","749","HSS Match Race Center","115899415087678","605","27"
"brands","sport","750","X-Bionic Russia","130480543677955","603","1"
"brands","sport","751","Decathlon Bielefeld","214240598644995","602","69"
"brands","sport","752","HT Pilates","241905679179145","596","48"
"brands","sport","753","New Balance Colombia","290766187681317","592","29"
"brands","sport","754","Adidas Italia ®","112062598816340","589","4"
"brands","sport","755","hummel","113006142091485","585","12"
"brands","sport","756","Royal Freshwater Bay Yacht Club","160896807270456","580","40"
"brands","sport","757","The Little Gym Uccle","155547374463474","580","21"
"brands","sport","758","Brütting","104691679577469","580","7"
"brands","sport","759","Kappa Brasil","173133389490341","574","49"
"brands","sport","760","Mantis Sport International","209965835702207","567","26"
"brands","sport","761","Brooks Running","112360808885548","563","39"
"brands","sport","762","HSS Classic Yacht Committee","125970234086680","563","53"
"brands","sport","763","Budapest Exiles R.F.C.","137859779603007","549","71"
"brands","sport","764","Kirtana168","159281944086267","547","2"
"brands","sport","765","hummel","263508370389487","540","16510"
"brands","sport","766","New Balance Los Angeles","121505381568","539","17"
"brands","sport","767","FK Slavoj Vyšehrad","35649139550","536","17"
"brands","sport","768","New Balance Chicago","283239793175","533","78"
"brands","sport","769","TanzART -Broichhagen &amp; Höchst-","211667418939934","522","37"
"brands","sport","770","hummel sport","319503461423","520","1"
"brands","sport","771","The Little Gym Antwerpen","140698589311608","515","12"
"brands","sport","772","New Balance Pittsburgh","118061484906426","508","3"
"brands","sport","773","Komandam.az","389708687718964","507","47"
"brands","sport","774","Tatarintseva Dance Studio","332293163530404","505","88"
"brands","sport","775","New Balance Tampa","226806900664641","495","2"
"brands","sport","776","Decathlon Dreieich","225891867457079","492","44"
"brands","sport","777","Jurong East Sports &amp; Recreation…","155629284487536","491","47"
"brands","sport","778","New Balance Russia","382144541855781","482","50"
"brands","sport","779","Pasir Ris Sports and Recreation…","404109412933277","481","17"
"brands","sport","780","Yonex Benelux","146585315361996","480","30"
"brands","sport","781","Decathlon Dortmund-Aplerbeck","209274922472415","472","39"
"brands","sport","782","uhlsport Argentina","261227370580695","466","40"
"brands","sport","783","Jako Sport - Living Sports","122565407813358","465","3"
